Submission Date,Price,Quantity (grams),Quality,City (Census subdivision),Province,Primary Reason,Usage,Average Monthly Consumption (grams)
01/02/2018,45,7,High,kitchener,ON,Medicate without a medical document,Daily,28
30/01/2018,86,14,Medium,kitchener,ON,Use recreationally,Daily,28
30/01/2018,160,28,Medium,kitchener,ON,Use recreationally,A few times a year,28
31/01/2018,160,28,High,kitchener,ON,Medicate without a medical document,Daily,28
02/02/2018,40,7,High,kitchener,ON,Medicate without a medical document,Daily,28
31/01/2018,150,28,High,kitchener,ON,Medicate without a medical document,Daily,28
30/01/2018,130,28,Medium,kitchener,ON,Medicate without a medical document,Daily,28
31/01/2018,450,120,Medium,kitchener,ON,Medicate with a medical document,Daily,28
05/02/2018,45,14,High,kitchener,ON,Medicate without a medical document,A few times per week,28
30/01/2018,55,7,Low,kitchener,ON,Medicate without a medical document,Daily,15
30/01/2018,200,28,Medium,kitchener,ON,Use recreationally,Daily,15
30/01/2018,160,28,Medium,kitchener,ON,Use recreationally,Daily,15
31/01/2018,63,7,High,kitchener,ON,Medicate with a medical document,Daily,14
04/02/2018,60,7,High,kitchener,ON,Use recreationally,Daily,14
30/01/2018,60,7,High,kitchener,ON,Medicate without a medical document,A few times per week,14
31/01/2018,120,14,High,kitchener,ON,Use recreationally,A few times per week,14
26/01/2018,200,28,Medium,kitchener,ON,Medicate without a medical document,Daily,14
30/01/2018,200,28,High,kitchener,ON,Use recreationally,Daily,14
30/01/2018,25,3.5,High,kitchener,ON,Use recreationally,Daily,14
30/01/2018,200,28,High,kitchener,ON,Medicate without a medical document,A few times per week,14
30/01/2018,180,28,High,kitchener,ON,Use recreationally,Daily,14
31/01/2018,60,10,High,kitchener,ON,Medicate with a medical document,A few times per week,14
31/01/2018,40,7,High,kitchener,ON,Use recreationally,A few times per week,14
30/01/2018,130,28,Medium,kitchener,ON,Medicate with a medical document,Daily,14
01/02/2018,120,28,High,kitchener,ON,Use recreationally,Daily,14
31/01/2018,115,28,Medium,kitchener,ON,Use recreationally,A few times per week,14
01/02/2018,60,7,High,kitchener,ON,Use recreationally,A few times per week,7
30/01/2018,55,7,High,kitchener,ON,Medicate without a medical document,A few times per week,7
31/01/2018,165,28,High,kitchener,ON,Medicate without a medical document,A few times per week,7
01/02/2018,140,28,High,kitchener,ON,Medicate without a medical document,A few times per week,7
27/01/2018,100,28,Medium,kitchener,ON,Use recreationally,A few times per month,7
01/02/2018,89,28,Medium,kitchener,ON,Use recreationally,A few times per week,7
30/01/2018,30,3.5,Medium,kitchener,ON,Use recreationally,Daily,3.5
30/01/2018,60,7,Medium,kitchener,ON,Use recreationally,A few times per month,3.5
30/01/2018,190,28,High,kitchener,ON,Medicate without a medical document,Daily,3.5
01/02/2018,120,28,Medium,kitchener,ON,Use recreationally,A few times per month,3.5
30/01/2018,99,28,Medium,kitchener,ON,Use recreationally,A few times per week,3.5
30/01/2018,12,1,Medium,kitchener,ON,Use recreationally,A few times per month,1
06/02/2018,30,3.5,Medium,kitchener,ON,Medicate without a medical document,Daily,28
27/01/2018,6,1,Medium,kitchener,ON,Use recreationally,A few times per month,1
30/01/2018,80,14,High,kitchener,ON,Medicate without a medical document,A few times per week,1
01/02/2018,150,28,High,kitchener,ON,Use recreationally,A few times per month,1
31/01/2018,10,1,High,kitchener,ON,Medicate without a medical document,A few times a year,0.5
30/01/2018,50,7,High,kitchener,ON,Medicate without a medical document,A few times a year,0.5
30/01/2018,200,28,High,kitchener,ON,Use recreationally,A few times per month,0.5
30/01/2018,40,7,Medium,kitchener,ON,Use recreationally,A few times a year,0.5
02/02/2018,5,1,Medium,kitchener,ON,Use recreationally,A few times a year,0.5
27/01/2018,10,1,Medium,kitchener,ON,Medicate with a medical document,Daily,0
31/01/2018,10,1,Medium,kitchener,ON,Use recreationally,,0
01/02/2018,60,7,Medium,kitchener,ON,Medicate without a medical document,Daily,0
26/01/2018,240,28,High,kitchener,ON,Medicate without a medical document,,0
26/01/2018,8.5,1,High,kitchener,ON,Medicate with a medical document,,0
30/01/2018,210,28,High,kitchener,ON,Use recreationally,,0
04/02/2018,200,28,High,kitchener,ON,Use recreationally,Daily,0
25/01/2018,180,28,Medium,kitchener,ON,Use recreationally,,0
26/01/2018,180,28,High,kitchener,ON,Use recreationally,,0
30/01/2018,200,35,High,kitchener,ON,Medicate without a medical document,,0
30/01/2018,160,28,,kitchener,ON,Medicate without a medical document,,0
26/01/2018,5,1,High,kitchener,ON,Use recreationally,,0
31/01/2018,120,28,High,kitchener,ON,Medicate without a medical document,Daily,0
26/01/2018,100,28,High,kitchener,ON,Use recreationally,,0
30/01/2018,220,28,High,waterloo,ON,Use recreationally,Daily,90
30/01/2018,162.5,28,High,waterloo,ON,Use recreationally,Daily,75
02/02/2018,80,28,High,waterloo,ON,Medicate with a medical document,Daily,60
30/01/2018,130,28,Medium,waterloo,ON,Use recreationally,Daily,50
30/01/2018,70,7,High,waterloo,ON,Medicate without a medical document,Daily,30
26/01/2018,6,1,Medium,waterloo,ON,Use recreationally,Daily,30
30/01/2018,6,1,High,waterloo,ON,Medicate with a medical document,Daily,30
30/01/2018,100,14,High,waterloo,ON,Use recreationally,Daily,28
26/01/2018,180,28,Medium,waterloo,ON,Use recreationally,A few times per week,28
01/02/2018,150,28,Medium,waterloo,ON,Use recreationally,Daily,28
02/02/2018,149,28,High,waterloo,ON,Use recreationally,Daily,28
29/01/2018,580,112,High,waterloo,ON,Medicate without a medical document,Daily,28
01/02/2018,140,28,High,waterloo,ON,Medicate without a medical document,Daily,18
27/01/2018,80,7,High,waterloo,ON,Medicate without a medical document,Daily,14
26/01/2018,35,3.5,High,waterloo,ON,Medicate without a medical document,A few times per week,14
31/01/2018,119,14,High,waterloo,ON,Use recreationally,Daily,14
26/01/2018,100,14,High,waterloo,ON,Medicate with a medical document,Daily,14
30/01/2018,170,28,Medium,waterloo,ON,Use recreationally,Daily,14
26/01/2018,80,14,Medium,waterloo,ON,Use recreationally,A few times per week,14
30/01/2018,140,28,Medium,waterloo,ON,Use recreationally,A few times per week,14
26/01/2018,60,28,Medium,waterloo,ON,Use recreationally,Daily,14
30/01/2018,60,7,High,waterloo,ON,Use recreationally,Daily,7
25/01/2018,8,1,Medium,waterloo,ON,Medicate without a medical document,A few times per month,7
01/02/2018,175,28,High,waterloo,ON,Use recreationally,A few times per week,7
01/02/2018,5,1,Medium,waterloo,ON,Medicate without a medical document,A few times per week,7
30/01/2018,10,1,Medium,waterloo,ON,Use recreationally,A few times per week,3.5
01/02/2018,10,1,Low,waterloo,ON,Use recreationally,A few times per week,3.5
26/01/2018,60,7,High,waterloo,ON,Medicate without a medical document,Daily,3.5
26/01/2018,120,14,High,waterloo,ON,Medicate without a medical document,A few times per week,3.5
03/02/2018,30,3.5,High,waterloo,ON,Use recreationally,A few times per week,3.5
26/01/2018,8,1,High,waterloo,ON,Use recreationally,A few times per month,3.5
01/02/2018,200,28,High,waterloo,ON,Use recreationally,Daily,3.5
30/01/2018,50,7,High,waterloo,ON,Medicate without a medical document,A few times per month,3.5
01/02/2018,20,3,High,waterloo,ON,Use recreationally,A few times per week,3.5
01/02/2018,99,28,High,waterloo,ON,Use recreationally,A few times per week,3.5
02/02/2018,80,28,High,waterloo,ON,Medicate with a medical document,Daily,3.5
31/01/2018,40,7,Medium,waterloo,ON,Use recreationally,A few times per week,2
01/02/2018,20,3.5,High,waterloo,ON,Medicate without a medical document,A few times per month,2
26/01/2018,30,3.5,High,waterloo,ON,Use recreationally,A few times per week,1
01/02/2018,7,1,High,waterloo,ON,Use recreationally,A few times per month,1
01/02/2018,6,1,Medium,waterloo,ON,Use recreationally,A few times per month,1
30/01/2018,5,1,Medium,waterloo,ON,Use recreationally,A few times per week,1
26/01/2018,10,1,High,waterloo,ON,Use recreationally,A few times a year,0.5
30/01/2018,60,7,Medium,waterloo,ON,Use recreationally,A few times a year,0.5
01/02/2018,110,28,Medium,waterloo,ON,Use recreationally,A few times per week,0.5
26/01/2018,50,7,Medium,waterloo,ON,Use recreationally,A few times a year,0.25
31/01/2018,11,1,Medium,waterloo,ON,Use recreationally,,0
30/01/2018,10,1,High,waterloo,ON,Use recreationally,Daily,0
26/01/2018,10,1,High,waterloo,ON,Use recreationally,,0
26/01/2018,10,1,Low,waterloo,ON,Use recreationally,,0
30/01/2018,10,1,High,waterloo,ON,Use recreationally,,0
03/02/2018,10,1,High,waterloo,ON,Use recreationally,,0
26/01/2018,60,7,High,waterloo,ON,Use recreationally,A few times a year,0
30/01/2018,60,7,Medium,waterloo,ON,Use recreationally,,0
31/01/2018,60,7,High,waterloo,ON,Use recreationally,,0
31/01/2018,8,1,High,waterloo,ON,Medicate without a medical document,,0
30/01/2018,49,7,High,waterloo,ON,Use recreationally,,0
30/01/2018,193.63,28,High,waterloo,ON,Use recreationally,,0
03/02/2018,100,15,High,waterloo,ON,Use recreationally,,0
07/02/2018,6,1,Medium,waterloo,ON,Use recreationally,,0
30/01/2018,140,28,High,waterloo,ON,Use recreationally,Daily,0
30/01/2018,30,7,High,waterloo,ON,Use recreationally,,0
31/01/2018,100,14,High,stratford,ON,Medicate without a medical document,Daily,30
31/01/2018,100,14,High,stratford,ON,Use recreationally,Daily,28
26/01/2018,100,28,Medium,stratford,ON,Medicate with a medical document,Daily,28
30/01/2018,60,7,High,stratford,ON,Medicate without a medical document,A few times per week,14
30/01/2018,100,14,High,stratford,ON,Use recreationally,Daily,14
30/01/2018,50,7,Medium,stratford,ON,Use recreationally,Daily,7
31/01/2018,75,14,Medium,stratford,ON,Use recreationally,A few times per week,7
30/01/2018,100,10,High,stratford,ON,Medicate with a medical document,Daily,5
30/01/2018,40,7,High,stratford,ON,Use recreationally,A few times a year,3.5
31/01/2018,145,28,High,stratford,ON,Use recreationally,,0
31/01/2018,200,28,Medium,ingersoll,ON,Medicate without a medical document,Daily,30
31/01/2018,160,28,Low,ingersoll,ON,Use recreationally,Daily,28
31/01/2018,5,1,High,ingersoll,ON,Use recreationally,Daily,28
31/01/2018,25,3.5,Medium,ingersoll,ON,Medicate without a medical document,A few times per week,14
31/01/2018,100,28,High,ingersoll,ON,Use recreationally,Daily,14
31/01/2018,50,7,Medium,ingersoll,ON,Use recreationally,A few times per month,3.5
31/01/2018,10,1,High,ingersoll,ON,Medicate without a medical document,A few times per month,1
03/02/2018,10,1,Medium,ingersoll,ON,Use recreationally,A few times per month,1
31/01/2018,130,28,Medium,ingersoll,ON,Use recreationally,A few times per month,1
31/01/2018,10,1,Medium,ingersoll,ON,Medicate without a medical document,A few times a year,0.5
31/01/2018,10,1,High,ingersoll,ON,Use recreationally,A few times a year,0.5
31/01/2018,10,1,Medium,ingersoll,ON,Use recreationally,A few times a year,0.5
31/01/2018,30,3.5,Medium,ingersoll,ON,Use recreationally,A few times a year,0.5
31/01/2018,20,1,Medium,ingersoll,ON,Use recreationally,,0
31/01/2018,35,3.5,Medium,ingersoll,ON,Use recreationally,,0
31/01/2018,50,7,High,ingersoll,ON,Use recreationally,,0
31/01/2018,90,14,High,ingersoll,ON,Use recreationally,,0
03/02/2018,140,28,Medium,woodstock,ON,Use recreationally,A few times per week,28
27/01/2018,28,3.5,High,woodstock,ON,Use recreationally,A few times per week,14
26/01/2018,40,7,Medium,woodstock,ON,Medicate without a medical document,Daily,14
31/01/2018,160,28,High,woodstock,ON,Medicate without a medical document,A few times per week,14
31/01/2018,7,1,Medium,woodstock,ON,Use recreationally,A few times per month,3.5
05/02/2018,9,1,High,woodstock,ON,Medicate with a medical document,Daily,28
30/01/2018,60,7,High,woodstock,ON,Use recreationally,A few times per month,1
31/01/2018,35,3.5,High,woodstock,ON,Use recreationally,,0
01/02/2018,7,1,High,woodstock,ON,Medicate with a medical document,,0
31/01/2018,140,28,High,woodstock,ON,Use recreationally,Daily,0
31/01/2018,150,28,Medium,aylmer,ON,Medicate without a medical document,Daily,112
06/02/2018,10,1,High,aylmer,ON,Medicate with a medical document,A few times per week,0.5
31/01/2018,140,28,High,st. thomas,ON,Medicate with a medical document,Daily,30
26/01/2018,6,1,High,st. thomas,ON,Medicate with a medical document,Daily,28
30/01/2018,125,28,High,st. thomas,ON,Use recreationally,Daily,15
30/01/2018,30,3.5,Medium,st. thomas,ON,Use recreationally,A few times per week,14
30/01/2018,25,3.5,Medium,st. thomas,ON,Use recreationally,Daily,7
07/02/2018,10,1,Low,st. thomas,ON,Medicate without a medical document,Daily,28
26/01/2018,280,28,High,chatham-kent,ON,Use recreationally,Daily,14
30/01/2018,120,14,High,chatham-kent,ON,Use recreationally,Daily,14
30/01/2018,120,14,High,chatham-kent,ON,Medicate without a medical document,Daily,14
30/01/2018,110,14,High,chatham-kent,ON,Medicate without a medical document,Daily,14
03/02/2018,200,28,Medium,chatham-kent,ON,Use recreationally,A few times per week,7
01/02/2018,120,20,Medium,chatham-kent,ON,Use recreationally,A few times per week,7
26/01/2018,60,14,High,chatham-kent,ON,Use recreationally,Daily,7
30/01/2018,30,3.5,High,chatham-kent,ON,Medicate without a medical document,Daily,3.5
30/01/2018,50,7,High,chatham-kent,ON,Medicate without a medical document,A few times per month,3.5
04/02/2018,110,28,High,chatham-kent,ON,Medicate without a medical document,Daily,3.5
01/02/2018,12,1,Medium,chatham-kent,ON,Use recreationally,A few times a year,0.5
04/02/2018,80,14,Medium,chatham-kent,ON,Use recreationally,A few times per month,0.5
27/01/2018,180,28,Medium,chatham-kent,ON,Use recreationally,,0
26/01/2018,160,28,High,chatham-kent,ON,Use recreationally,,0
05/02/2018,40,10,Medium,leamington,ON,Medicate with a medical document,Daily,28
30/01/2018,238,28,High,leamington,ON,Medicate with a medical document,Daily,14
01/02/2018,120,28,Medium,leamington,ON,Medicate with a medical document,,0
25/01/2018,10,1,Medium,amherstburg,ON,Medicate with a medical document,Daily,100
31/01/2018,60,20,High,lasalle,ON,Use recreationally,Daily,30
28/01/2018,168,14,High,lasalle,ON,Medicate with a medical document,Daily,14
31/01/2018,4.28,1,High,lasalle,ON,Use recreationally,Daily,3.5
31/01/2018,200,28,High,windsor,ON,Use recreationally,Daily,280
31/01/2018,150,28,High,windsor,ON,Medicate with a medical document,Daily,150
31/01/2018,120,28,Medium,windsor,ON,Use recreationally,Daily,150
31/01/2018,60,7,Medium,windsor,ON,Use recreationally,Daily,56
01/02/2018,160,28,,windsor,ON,Medicate without a medical document,Daily,35
31/01/2018,70,7,High,windsor,ON,Use recreationally,Daily,30
30/01/2018,5,1,High,windsor,ON,Medicate with a medical document,Daily,30
31/01/2018,40,3.5,High,windsor,ON,Medicate without a medical document,Daily,28
30/01/2018,110,14,High,windsor,ON,Use recreationally,Daily,28
30/01/2018,220,28,High,windsor,ON,Medicate without a medical document,Daily,28
31/01/2018,220,28,High,windsor,ON,Use recreationally,Daily,28
01/02/2018,220,28,High,windsor,ON,Use recreationally,Daily,28
27/01/2018,200,28,High,windsor,ON,Medicate without a medical document,Daily,28
31/01/2018,100,14,High,windsor,ON,Use recreationally,Daily,28
31/01/2018,50,7,High,windsor,ON,Medicate without a medical document,Daily,28
01/02/2018,200,28,High,windsor,ON,Use recreationally,Daily,28
31/01/2018,90,14,High,windsor,ON,Medicate without a medical document,Daily,28
01/02/2018,180,28,High,windsor,ON,Use recreationally,Daily,28
31/01/2018,80,14,High,windsor,ON,Medicate without a medical document,Daily,28
30/01/2018,150,28,High,windsor,ON,Medicate without a medical document,Daily,28
31/01/2018,145,28,High,windsor,ON,Medicate without a medical document,Daily,28
31/01/2018,140,28,High,windsor,ON,Use recreationally,Daily,28
01/02/2018,140,28,Medium,windsor,ON,Medicate without a medical document,Daily,28
01/02/2018,120,28,High,windsor,ON,Use recreationally,A few times per week,28
31/01/2018,120,28,High,windsor,ON,Medicate without a medical document,Daily,28
02/02/2018,100,28,Medium,windsor,ON,Use recreationally,A few times per week,28
04/02/2018,60,7,Medium,windsor,ON,Medicate without a medical document,A few times per week,21
30/01/2018,60,7,High,windsor,ON,Medicate without a medical document,Daily,15
30/01/2018,7,1,Medium,windsor,ON,Use recreationally,Daily,15
01/02/2018,10,1,High,windsor,ON,Use recreationally,A few times per week,14
26/01/2018,10,1,Medium,windsor,ON,Use recreationally,Daily,14
31/01/2018,60,7,Medium,windsor,ON,Medicate without a medical document,Daily,14
02/02/2018,60,7,High,windsor,ON,Use recreationally,A few times per week,14
26/01/2018,200,28,Medium,windsor,ON,Use recreationally,Daily,14
04/02/2018,200,28,Medium,windsor,ON,Use recreationally,Daily,14
30/01/2018,200,28,High,windsor,ON,Use recreationally,A few times per week,14
31/01/2018,160,28,High,windsor,ON,Medicate with a medical document,Daily,14
31/01/2018,10,1,High,windsor,ON,Use recreationally,A few times per week,7
31/01/2018,50,7,Medium,windsor,ON,Medicate without a medical document,A few times per week,7
31/01/2018,200,28,High,windsor,ON,Use recreationally,A few times per week,7
04/02/2018,50,7,Medium,windsor,ON,Use recreationally,A few times per week,7
31/01/2018,190,28,High,windsor,ON,Use recreationally,Daily,7
31/01/2018,180,28,Medium,windsor,ON,Medicate without a medical document,A few times per week,7
31/01/2018,175,28,High,windsor,ON,Use recreationally,Daily,7
29/01/2018,5,1,High,windsor,ON,Medicate without a medical document,A few times per week,7
30/01/2018,110,28,High,windsor,ON,Use recreationally,A few times per week,7
30/01/2018,60,7,High,windsor,ON,Use recreationally,A few times per month,3.5
01/02/2018,60,7,Medium,windsor,ON,Medicate without a medical document,A few times per month,3.5
30/01/2018,8,1,High,windsor,ON,Use recreationally,A few times per week,3.5
03/02/2018,220,28,High,windsor,ON,Use recreationally,Daily,3.5
30/01/2018,50,7,Medium,windsor,ON,Use recreationally,Daily,3.5
26/01/2018,100,14,Medium,windsor,ON,Use recreationally,A few times per week,3.5
01/02/2018,160,28,High,windsor,ON,Medicate without a medical document,Daily,3.5
31/01/2018,20,3.5,Medium,windsor,ON,Use recreationally,A few times per month,3.5
26/01/2018,75,28,Medium,windsor,ON,Medicate without a medical document,Daily,3.5
31/01/2018,1000,454,High,windsor,ON,Medicate with a medical document,Daily,3.5
30/01/2018,10,1,High,windsor,ON,Use recreationally,A few times per week,1
31/01/2018,10,1,High,windsor,ON,Use recreationally,A few times per month,1
01/02/2018,130,14,Medium,windsor,ON,Medicate without a medical document,A few times per week,1
26/01/2018,30,3.5,High,windsor,ON,Use recreationally,A few times a year,1
30/01/2018,220,28,High,windsor,ON,Use recreationally,A few times per week,1
26/01/2018,200,28,High,windsor,ON,Medicate without a medical document,A few times per week,1
30/01/2018,45,7,Medium,windsor,ON,Use recreationally,A few times a year,1
26/01/2018,5,1,Medium,windsor,ON,Use recreationally,A few times per month,1
31/01/2018,4,1,High,windsor,ON,Use recreationally,A few times per month,1
01/02/2018,40,3.5,Medium,windsor,ON,Use recreationally,A few times per month,0.5
30/01/2018,8,1,High,windsor,ON,Use recreationally,A few times per month,0.5
30/01/2018,200,28,High,windsor,ON,Use recreationally,A few times a year,0.5
29/01/2018,10,1,High,windsor,ON,Medicate without a medical document,,0
29/01/2018,10,1,High,windsor,ON,Use recreationally,,0
31/01/2018,10,1,Medium,windsor,ON,Use recreationally,,0
01/02/2018,10,1,High,windsor,ON,Use recreationally,,0
27/01/2018,70,7,Medium,windsor,ON,Use recreationally,,0
31/01/2018,230,28,High,windsor,ON,Medicate with a medical document,,0
30/01/2018,110,14,High,windsor,ON,Use recreationally,,0
31/01/2018,200,28,Medium,windsor,ON,Medicate without a medical document,Daily,0
31/01/2018,50,7,Low,windsor,ON,Use recreationally,,0
01/02/2018,200,28,High,windsor,ON,Medicate without a medical document,,0
31/01/2018,45,7,High,windsor,ON,Use recreationally,,0
26/01/2018,160,28,High,windsor,ON,Medicate without a medical document,Daily,0
27/01/2018,40,7,High,windsor,ON,Use recreationally,,0
30/01/2018,5,1,Medium,windsor,ON,Use recreationally,,0
31/01/2018,5,1,High,windsor,ON,Medicate without a medical document,,0
31/01/2018,5,1,High,windsor,ON,Medicate without a medical document,,0
31/01/2018,5,1,Medium,windsor,ON,Use recreationally,,0
01/02/2018,5,1,High,windsor,ON,Use recreationally,,0
01/02/2018,100,28,High,windsor,ON,Medicate with a medical document,Daily,0
25/01/2018,100,28,High,windsor,ON,Medicate with a medical document,,0
26/01/2018,100,28,Medium,windsor,ON,Use recreationally,,0
31/01/2018,1500,453,High,windsor,ON,Use recreationally,Daily,0
26/01/2018,100,28,Medium,petrolia,ON,Use recreationally,,0
05/02/2018,130,28,Medium,sarnia 45,ON,Medicate without a medical document,Daily,28
26/01/2018,100,14,Medium,sarnia,ON,Medicate without a medical document,Daily,28
30/01/2018,200,28,Medium,sarnia,ON,Medicate without a medical document,Daily,28
30/01/2018,160,28,High,sarnia,ON,Medicate without a medical document,Daily,28
02/02/2018,150,28,High,sarnia,ON,Medicate without a medical document,Daily,28
25/01/2018,120,28,High,sarnia,ON,Use recreationally,A few times per week,28
30/01/2018,30,3.5,,sarnia,ON,Use recreationally,Daily,15
01/02/2018,200,28,High,sarnia,ON,Medicate without a medical document,Daily,14
30/01/2018,200,28,High,sarnia,ON,Use recreationally,A few times per week,7
31/01/2018,200,28,High,sarnia,ON,Use recreationally,A few times per week,7
01/02/2018,50,7,Low,sarnia,ON,Use recreationally,A few times per week,7
30/01/2018,55,7,High,sarnia,ON,Use recreationally,A few times per month,1
30/01/2018,10,1,Low,sarnia,ON,Use recreationally,,0
30/01/2018,180,28,High,sarnia,ON,Medicate without a medical document,Daily,0
01/02/2018,180,28,Medium,sarnia,ON,Use recreationally,,0
25/01/2018,5,1,Medium,sarnia,ON,Use recreationally,Daily,0
04/02/2018,120,28,High,sarnia,ON,Use recreationally,Daily,0
01/02/2018,100,28,High,sarnia,ON,Use recreationally,,0
30/01/2018,2200,448,High,strathroy-caradoc,ON,Use recreationally,Daily,14
31/01/2018,2,1,High,strathroy-caradoc,ON,Medicate without a medical document,A few times per week,7
25/01/2018,18,1,High,oneida 41,ON,Use recreationally,Daily,28
30/01/2018,50,7,High,oneida 41,ON,Use recreationally,Daily,7
31/01/2018,600,112,High,london,ON,Medicate with a medical document,Daily,150
31/01/2018,100,28,High,london,ON,Medicate without a medical document,Daily,112
29/01/2018,60,28,Medium,london,ON,Medicate without a medical document,Daily,72
26/01/2018,100,14,High,london,ON,Use recreationally,Daily,56
30/01/2018,50,7,High,london,ON,Medicate without a medical document,Daily,56
30/01/2018,145,28,Medium,london,ON,Use recreationally,Daily,56
30/01/2018,280,56,High,london,ON,Medicate with a medical document,Daily,56
30/01/2018,130,28,High,london,ON,Medicate with a medical document,Daily,56
30/01/2018,110,28,Medium,london,ON,Medicate with a medical document,Daily,56
31/01/2018,55,14,Medium,london,ON,Medicate without a medical document,Daily,56
26/01/2018,185,28,Medium,london,ON,Medicate with a medical document,Daily,45
31/01/2018,37.5,3,High,london,ON,Medicate without a medical document,Daily,30
30/01/2018,9,1,High,london,ON,Use recreationally,Daily,30
26/01/2018,240,28,Medium,london,ON,Use recreationally,Daily,30
30/01/2018,110,14,High,london,ON,Medicate without a medical document,Daily,30
01/02/2018,150,28,High,london,ON,Use recreationally,Daily,30
30/01/2018,5,1,High,london,ON,Medicate with a medical document,Daily,30
30/01/2018,100,28,High,london,ON,Medicate without a medical document,Daily,30
31/01/2018,15,1,Medium,london,ON,Medicate without a medical document,Daily,28
30/01/2018,50,3.5,High,london,ON,Medicate with a medical document,Daily,28
30/01/2018,12.5,1,High,london,ON,Medicate with a medical document,Daily,28
01/02/2018,35,3.5,High,london,ON,Medicate with a medical document,Daily,28
30/01/2018,10,1,High,london,ON,Medicate without a medical document,Daily,28
30/01/2018,35,3.5,High,london,ON,Medicate without a medical document,Daily,28
31/01/2018,10,1,High,london,ON,Medicate without a medical document,Daily,28
31/01/2018,60,7,High,london,ON,Use recreationally,A few times per week,28
30/01/2018,60,7,High,london,ON,Use recreationally,Daily,28
31/01/2018,210,28,High,london,ON,Medicate without a medical document,A few times per week,28
25/01/2018,7.5,1,Medium,london,ON,Medicate with a medical document,Daily,28
30/01/2018,210,28,High,london,ON,Use recreationally,Daily,28
26/01/2018,200,28,High,london,ON,Medicate without a medical document,Daily,28
26/01/2018,200,28,High,london,ON,Use recreationally,Daily,28
30/01/2018,100,14,High,london,ON,Medicate without a medical document,Daily,28
30/01/2018,200,28,High,london,ON,Medicate with a medical document,Daily,28
30/01/2018,200,28,High,london,ON,Use recreationally,Daily,28
31/01/2018,50,7,High,london,ON,Medicate without a medical document,Daily,28
04/02/2018,100,14,High,london,ON,Use recreationally,Daily,28
31/01/2018,7,1,Medium,london,ON,Medicate with a medical document,Daily,28
01/02/2018,7,1,High,london,ON,Medicate without a medical document,Daily,28
31/01/2018,180,28,High,london,ON,Use recreationally,A few times per week,28
26/01/2018,180,28,Medium,london,ON,Use recreationally,Daily,28
31/01/2018,90,14,High,london,ON,Use recreationally,Daily,28
01/02/2018,90,14,,london,ON,Use recreationally,Daily,28
01/02/2018,175,28,High,london,ON,Medicate without a medical document,Daily,28
26/01/2018,170,28,High,london,ON,Use recreationally,Daily,28
02/02/2018,165,28,High,london,ON,Use recreationally,Daily,28
01/02/2018,160,28,High,london,ON,Use recreationally,A few times per week,28
30/01/2018,80,14,Medium,london,ON,Use recreationally,Daily,28
04/02/2018,160,28,High,london,ON,Use recreationally,Daily,28
01/02/2018,150,28,High,london,ON,Medicate without a medical document,Daily,28
01/02/2018,140,28,Medium,london,ON,Medicate with a medical document,Daily,28
26/01/2018,500,112,High,london,ON,Medicate without a medical document,Daily,28
30/01/2018,120,28,High,london,ON,Medicate without a medical document,Daily,28
02/02/2018,120,28,Medium,london,ON,Use recreationally,Daily,28
31/01/2018,110,28,High,london,ON,Medicate without a medical document,Daily,28
03/02/2018,100,28,High,london,ON,Medicate without a medical document,Daily,28
02/02/2018,95,28,Medium,london,ON,Medicate without a medical document,Daily,28
31/01/2018,70,28,Medium,london,ON,Use recreationally,Daily,28
30/01/2018,240,28,Medium,london,ON,Medicate without a medical document,Daily,15
31/01/2018,60,7,High,london,ON,Medicate without a medical document,Daily,15
27/01/2018,200,28,High,london,ON,Medicate without a medical document,Daily,15
30/01/2018,100,14,High,london,ON,Use recreationally,Daily,15
31/01/2018,10,1,High,london,ON,Use recreationally,A few times per week,14
31/01/2018,10,1,High,london,ON,Medicate without a medical document,Daily,14
30/01/2018,60,7,High,london,ON,Medicate without a medical document,Daily,14
31/01/2018,60,7,High,london,ON,Medicate without a medical document,Daily,14
01/02/2018,120,14,High,london,ON,Use recreationally,Daily,14
01/02/2018,8,1,High,london,ON,Use recreationally,Daily,14
26/01/2018,110,14,High,london,ON,Medicate without a medical document,Daily,14
31/01/2018,220,28,High,london,ON,Use recreationally,Daily,14
04/02/2018,220,28,High,london,ON,Medicate without a medical document,Daily,14
30/01/2018,220,28,High,london,ON,Use recreationally,A few times per week,14
26/01/2018,100,14,Medium,london,ON,Medicate without a medical document,Daily,14
30/01/2018,100,14,High,london,ON,Use recreationally,Daily,14
31/01/2018,200,28,High,london,ON,Use recreationally,Daily,14
30/01/2018,50,7,High,london,ON,Use recreationally,A few times per week,14
31/01/2018,100,14,High,london,ON,Use recreationally,A few times per week,14
01/02/2018,200,28,Medium,london,ON,Use recreationally,A few times per week,14
31/01/2018,6,1,High,london,ON,Use recreationally,A few times per month,14
01/02/2018,165,28,High,london,ON,Use recreationally,Daily,14
30/01/2018,165,28,Medium,london,ON,Medicate without a medical document,A few times per week,14
26/01/2018,160,28,High,london,ON,Use recreationally,Daily,14
01/02/2018,150,28,High,london,ON,Medicate with a medical document,Daily,14
26/01/2018,150,28,Medium,london,ON,Use recreationally,A few times per week,14
30/01/2018,130,28,High,london,ON,Medicate without a medical document,A few times per week,14
01/02/2018,120,28,Medium,london,ON,Use recreationally,Daily,14
27/01/2018,100,28,Medium,london,ON,Use recreationally,A few times per month,14
